,city,crime,ind_string,value,latitude,longitude
3643,Santana,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",8,8,32.80401611,-16.88144875
3644,Santana,Crimes contra o Estado,0,0,32.80401611,-16.88144875
3645,São Vicente,Crimes previstos em legislação avulsa,8,8,-23.96641731,-46.38613892
3646,São Vicente,Condução sem habilitação legal,7,7,-23.96641731,-46.38613892
3647,São Vicente,Crimes contra a integridade física,20,20,-23.96641731,-46.38613892
3648,São Vicente,Crimes contra as pessoas,30,30,-23.96641731,-46.38613892
3649,São Vicente,Crimes contra animais de companhia,3,3,-23.96641731,-46.38613892
3650,São Vicente,Crimes de homicídio voluntário consumado,x,0,-23.96641731,-46.38613892
3651,São Vicente,Violência doméstica contra cônjuge ou análogos,5,5,-23.96641731,-46.38613892
3652,São Vicente,Ofensa à integridade física voluntária simples,10,10,-23.96641731,-46.38613892
3653,São Vicente,Crimes contra o património,26,26,-23.96641731,-46.38613892
3654,São Vicente,Roubo por esticão e na via pública,…,0,-23.96641731,-46.38613892
3655,São Vicente,Furto de veículo e em veículo motorizado,…,0,-23.96641731,-46.38613892
3656,São Vicente,Crimes contra a identidade cultural e integridade pessoal,x,0,-23.96641731,-46.38613892
3657,São Vicente,Crimes contra a vida em sociedade,38,38,-23.96641731,-46.38613892
3658,São Vicente,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",33,33,-23.96641731,-46.38613892
3659,São Vicente,Crimes contra o Estado,11,11,-23.96641731,-46.38613892
3660,Lezíria do Tejo,Crimes previstos em legislação avulsa,737,737,39.22999954,-8.68000031
3661,Lezíria do Tejo,Condução sem habilitação legal,404,404,39.22999954,-8.68000031
3662,Lezíria do Tejo,Crimes contra a integridade física,1 280,1280,39.22999954,-8.68000031
3663,Lezíria do Tejo,Crimes contra as pessoas,2 133,2133,39.22999954,-8.68000031
3664,Lezíria do Tejo,Crimes contra animais de companhia,71,71,39.22999954,-8.68000031
3665,Lezíria do Tejo,Crimes de homicídio voluntário consumado,4,4,39.22999954,-8.68000031
3666,Lezíria do Tejo,Violência doméstica contra cônjuge ou análogos,574,574,39.22999954,-8.68000031
3667,Lezíria do Tejo,Ofensa à integridade física voluntária simples,496,496,39.22999954,-8.68000031
3668,Lezíria do Tejo,Crimes contra o património,4 261,4261,39.22999954,-8.68000031
3669,Lezíria do Tejo,Roubo por esticão e na via pública,…,0,39.22999954,-8.68000031
3670,Lezíria do Tejo,Furto de veículo e em veículo motorizado,622,622,39.22999954,-8.68000031
3671,Lezíria do Tejo,Crimes contra a identidade cultural e integridade pessoal,7,7,39.22999954,-8.68000031
3672,Lezíria do Tejo,Crimes contra a vida em sociedade,1 275,1275,39.22999954,-8.68000031
3673,Lezíria do Tejo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",620,620,39.22999954,-8.68000031
3674,Lezíria do Tejo,Crimes contra o Estado,199,199,39.22999954,-8.68000031
3675,Azambuja,Crimes previstos em legislação avulsa,135,135,39.06862259,-8.86911678
3676,Azambuja,Condução sem habilitação legal,39,39,39.06862259,-8.86911678
3677,Azambuja,Crimes contra a integridade física,117,117,39.06862259,-8.86911678
3678,Azambuja,Crimes contra as pessoas,178,178,39.06862259,-8.86911678
3679,Azambuja,Crimes contra animais de companhia,6,6,39.06862259,-8.86911678
3680,Azambuja,Crimes de homicídio voluntário consumado,x,0,39.06862259,-8.86911678
3681,Azambuja,Violência doméstica contra cônjuge ou análogos,69,69,39.06862259,-8.86911678
3682,Azambuja,Ofensa à integridade física voluntária simples,37,37,39.06862259,-8.86911678
3683,Azambuja,Crimes contra o património,410,410,39.06862259,-8.86911678
3684,Azambuja,Roubo por esticão e na via pública,5,5,39.06862259,-8.86911678
3685,Azambuja,Furto de veículo e em veículo motorizado,83,83,39.06862259,-8.86911678
3686,Azambuja,Crimes contra a identidade cultural e integridade pessoal,x,0,39.06862259,-8.86911678
3687,Azambuja,Crimes contra a vida em sociedade,146,146,39.06862259,-8.86911678
3688,Azambuja,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",54,54,39.06862259,-8.86911678
3689,Azambuja,Crimes contra o Estado,22,22,39.06862259,-8.86911678
3690,Almeirim,Crimes previstos em legislação avulsa,89,89,39.20960999,-8.62861824
3691,Almeirim,Condução sem habilitação legal,19,19,39.20960999,-8.62861824
3692,Almeirim,Crimes contra a integridade física,107,107,39.20960999,-8.62861824
3693,Almeirim,Crimes contra as pessoas,196,196,39.20960999,-8.62861824
3694,Almeirim,Crimes contra animais de companhia,8,8,39.20960999,-8.62861824
3695,Almeirim,Crimes de homicídio voluntário consumado,x,0,39.20960999,-8.62861824
3696,Almeirim,Violência doméstica contra cônjuge ou análogos,54,54,39.20960999,-8.62861824
3697,Almeirim,Ofensa à integridade física voluntária simples,43,43,39.20960999,-8.62861824
3698,Almeirim,Crimes contra o património,503,503,39.20960999,-8.62861824
3699,Almeirim,Roubo por esticão e na via pública,6,6,39.20960999,-8.62861824
3700,Almeirim,Furto de veículo e em veículo motorizado,69,69,39.20960999,-8.62861824
3701,Almeirim,Crimes contra a identidade cultural e integridade pessoal,x,0,39.20960999,-8.62861824
3702,Almeirim,Crimes contra a vida em sociedade,81,81,39.20960999,-8.62861824
3703,Almeirim,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24,24,39.20960999,-8.62861824
3704,Almeirim,Crimes contra o Estado,16,16,39.20960999,-8.62861824
3705,Alpiarça,Crimes previstos em legislação avulsa,34,34,39.25990677,-8.58447266
3706,Alpiarça,Condução sem habilitação legal,25,25,39.25990677,-8.58447266
3707,Alpiarça,Crimes contra a integridade física,45,45,39.25990677,-8.58447266
3708,Alpiarça,Crimes contra as pessoas,88,88,39.25990677,-8.58447266
3709,Alpiarça,Crimes contra animais de companhia,5,5,39.25990677,-8.58447266
3710,Alpiarça,Crimes de homicídio voluntário consumado,x,0,39.25990677,-8.58447266
3711,Alpiarça,Violência doméstica contra cônjuge ou análogos,13,13,39.25990677,-8.58447266
3712,Alpiarça,Ofensa à integridade física voluntária simples,18,18,39.25990677,-8.58447266
3713,Alpiarça,Crimes contra o património,102,102,39.25990677,-8.58447266
3714,Alpiarça,Roubo por esticão e na via pública,3,3,39.25990677,-8.58447266
3715,Alpiarça,Furto de veículo e em veículo motorizado,13,13,39.25990677,-8.58447266
3716,Alpiarça,Crimes contra a identidade cultural e integridade pessoal,x,0,39.25990677,-8.58447266
3717,Alpiarça,Crimes contra a vida em sociedade,73,73,39.25990677,-8.58447266
3718,Alpiarça,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",49,49,39.25990677,-8.58447266
3719,Alpiarça,Crimes contra o Estado,10,10,39.25990677,-8.58447266
3720,Benavente,Crimes previstos em legislação avulsa,93,93,38.97831345,-8.81881618
3721,Benavente,Condução sem habilitação legal,73,73,38.97831345,-8.81881618
3722,Benavente,Crimes contra a integridade física,164,164,38.97831345,-8.81881618
3723,Benavente,Crimes contra as pessoas,288,288,38.97831345,-8.81881618
3724,Benavente,Crimes contra animais de companhia,4,4,38.97831345,-8.81881618
3725,Benavente,Crimes de homicídio voluntário consumado,x,0,38.97831345,-8.81881618
3726,Benavente,Violência doméstica contra cônjuge ou análogos,73,73,38.97831345,-8.81881618
3727,Benavente,Ofensa à integridade física voluntária simples,69,69,38.97831345,-8.81881618
3728,Benavente,Crimes contra o património,558,558,38.97831345,-8.81881618
3729,Benavente,Roubo por esticão e na via pública,11,11,38.97831345,-8.81881618
3730,Benavente,Furto de veículo e em veículo motorizado,100,100,38.97831345,-8.81881618
3731,Benavente,Crimes contra a identidade cultural e integridade pessoal,x,0,38.97831345,-8.81881618
3732,Benavente,Crimes contra a vida em sociedade,200,200,38.97831345,-8.81881618
3733,Benavente,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",132,132,38.97831345,-8.81881618
3734,Benavente,Crimes contra o Estado,26,26,38.97831345,-8.81881618
3735,Cartaxo,Crimes previstos em legislação avulsa,32,32,39.16181564,-8.78637505
3736,Cartaxo,Condução sem habilitação legal,21,21,39.16181564,-8.78637505
3737,Cartaxo,Crimes contra a integridade física,115,115,39.16181564,-8.78637505
3738,Cartaxo,Crimes contra as pessoas,180,180,39.16181564,-8.78637505
3739,Cartaxo,Crimes contra animais de companhia,13,13,39.16181564,-8.78637505
3740,Cartaxo,Crimes de homicídio voluntário consumado,x,0,39.16181564,-8.78637505
3741,Cartaxo,Violência doméstica contra cônjuge ou análogos,51,51,39.16181564,-8.78637505
3742,Cartaxo,Ofensa à integridade física voluntária simples,37,37,39.16181564,-8.78637505
3743,Cartaxo,Crimes contra o património,352,352,39.16181564,-8.78637505
3744,Cartaxo,Roubo por esticão e na via pública,5,5,39.16181564,-8.78637505
3745,Cartaxo,Furto de veículo e em veículo motorizado,41,41,39.16181564,-8.78637505
3746,Cartaxo,Crimes contra a identidade cultural e integridade pessoal,x,0,39.16181564,-8.78637505
3747,Cartaxo,Crimes contra a vida em sociedade,103,103,39.16181564,-8.78637505
3748,Cartaxo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",61,61,39.16181564,-8.78637505
3749,Cartaxo,Crimes contra o Estado,12,12,39.16181564,-8.78637505
3750,Chamusca,Crimes previstos em legislação avulsa,20,20,39.35948944,-8.4807415
3751,Chamusca,Condução sem habilitação legal,7,7,39.35948944,-8.4807415
3752,Chamusca,Crimes contra a integridade física,41,41,39.35948944,-8.4807415
3753,Chamusca,Crimes contra as pessoas,66,66,39.35948944,-8.4807415
3754,Chamusca,Crimes contra animais de companhia,…,0,39.35948944,-8.4807415
3755,Chamusca,Crimes de homicídio voluntário consumado,x,0,39.35948944,-8.4807415
3756,Chamusca,Violência doméstica contra cônjuge ou análogos,18,18,39.35948944,-8.4807415
3757,Chamusca,Ofensa à integridade física voluntária simples,14,14,39.35948944,-8.4807415
3758,Chamusca,Crimes contra o património,123,123,39.35948944,-8.4807415
3759,Chamusca,Roubo por esticão e na via pública,0,0,39.35948944,-8.4807415
3760,Chamusca,Furto de veículo e em veículo motorizado,11,11,39.35948944,-8.4807415
3761,Chamusca,Crimes contra a identidade cultural e integridade pessoal,x,0,39.35948944,-8.4807415
3762,Chamusca,Crimes contra a vida em sociedade,43,43,39.35948944,-8.4807415
3763,Chamusca,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",13,13,39.35948944,-8.4807415
3764,Chamusca,Crimes contra o Estado,…,0,39.35948944,-8.4807415
3765,Coruche,Crimes previstos em legislação avulsa,46,46,38.95809555,-8.52837372
3766,Coruche,Condução sem habilitação legal,24,24,38.95809555,-8.52837372
3767,Coruche,Crimes contra a integridade física,95,95,38.95809555,-8.52837372
3768,Coruche,Crimes contra as pessoas,177,177,38.95809555,-8.52837372
3769,Coruche,Crimes contra animais de companhia,11,11,38.95809555,-8.52837372
3770,Coruche,Crimes de homicídio voluntário consumado,x,0,38.95809555,-8.52837372
3771,Coruche,Violência doméstica contra cônjuge ou análogos,44,44,38.95809555,-8.52837372
3772,Coruche,Ofensa à integridade física voluntária simples,39,39,38.95809555,-8.52837372
3773,Coruche,Crimes contra o património,356,356,38.95809555,-8.52837372
3774,Coruche,Roubo por esticão e na via pública,4,4,38.95809555,-8.52837372
3775,Coruche,Furto de veículo e em veículo motorizado,26,26,38.95809555,-8.52837372
3776,Coruche,Crimes contra a identidade cultural e integridade pessoal,x,0,38.95809555,-8.52837372
3777,Coruche,Crimes contra a vida em sociedade,142,142,38.95809555,-8.52837372
3778,Coruche,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",60,60,38.95809555,-8.52837372
3779,Coruche,Crimes contra o Estado,27,27,38.95809555,-8.52837372
3780,Golegã,Crimes previstos em legislação avulsa,9,9,39.4026947,-8.48907566
3781,Golegã,Condução sem habilitação legal,4,4,39.4026947,-8.48907566
3782,Golegã,Crimes contra a integridade física,20,20,39.4026947,-8.48907566
3783,Golegã,Crimes contra as pessoas,32,32,39.4026947,-8.48907566
3784,Golegã,Crimes contra animais de companhia,0,0,39.4026947,-8.48907566
3785,Golegã,Crimes de homicídio voluntário consumado,x,0,39.4026947,-8.48907566
3786,Golegã,Violência doméstica contra cônjuge ou análogos,10,10,39.4026947,-8.48907566
3787,Golegã,Ofensa à integridade física voluntária simples,9,9,39.4026947,-8.48907566
3788,Golegã,Crimes contra o património,81,81,39.4026947,-8.48907566
3789,Golegã,Roubo por esticão e na via pública,…,0,39.4026947,-8.48907566
3790,Golegã,Furto de veículo e em veículo motorizado,17,17,39.4026947,-8.48907566
3791,Golegã,Crimes contra a identidade cultural e integridade pessoal,x,0,39.4026947,-8.48907566
3792,Golegã,Crimes contra a vida em sociedade,26,26,39.4026947,-8.48907566
3793,Golegã,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",12,12,39.4026947,-8.48907566
3794,Golegã,Crimes contra o Estado,5,5,39.4026947,-8.48907566
3795,Rio Maior,Crimes previstos em legislação avulsa,73,73,39.33692932,-8.9362669
3796,Rio Maior,Condução sem habilitação legal,59,59,39.33692932,-8.9362669
3797,Rio Maior,Crimes contra a integridade física,109,109,39.33692932,-8.9362669
3798,Rio Maior,Crimes contra as pessoas,197,197,39.33692932,-8.9362669
3799,Rio Maior,Crimes contra animais de companhia,…,0,39.33692932,-8.9362669
3800,Rio Maior,Crimes de homicídio voluntário consumado,x,0,39.33692932,-8.9362669
3801,Rio Maior,Violência doméstica contra cônjuge ou análogos,38,38,39.33692932,-8.9362669
3802,Rio Maior,Ofensa à integridade física voluntária simples,52,52,39.33692932,-8.9362669
3803,Rio Maior,Crimes contra o património,441,441,39.33692932,-8.9362669
3804,Rio Maior,Roubo por esticão e na via pública,7,7,39.33692932,-8.9362669
3805,Rio Maior,Furto de veículo e em veículo motorizado,74,74,39.33692932,-8.9362669
3806,Rio Maior,Crimes contra a identidade cultural e integridade pessoal,x,0,39.33692932,-8.9362669
3807,Rio Maior,Crimes contra a vida em sociedade,96,96,39.33692932,-8.9362669
3808,Rio Maior,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",47,47,39.33692932,-8.9362669
3809,Rio Maior,Crimes contra o Estado,…,0,39.33692932,-8.9362669
3810,Salvaterra de Magos,Crimes previstos em legislação avulsa,86,86,39.02520752,-8.79338455
3811,Salvaterra de Magos,Condução sem habilitação legal,60,60,39.02520752,-8.79338455
3812,Salvaterra de Magos,Crimes contra a integridade física,148,148,39.02520752,-8.79338455
3813,Salvaterra de Magos,Crimes contra as pessoas,243,243,39.02520752,-8.79338455
3814,Salvaterra de Magos,Crimes contra animais de companhia,6,6,39.02520752,-8.79338455
3815,Salvaterra de Magos,Crimes de homicídio voluntário consumado,x,0,39.02520752,-8.79338455
3816,Salvaterra de Magos,Violência doméstica contra cônjuge ou análogos,77,77,39.02520752,-8.79338455
3817,Salvaterra de Magos,Ofensa à integridade física voluntária simples,46,46,39.02520752,-8.79338455
3818,Salvaterra de Magos,Crimes contra o património,352,352,39.02520752,-8.79338455
3819,Salvaterra de Magos,Roubo por esticão e na via pública,10,10,39.02520752,-8.79338455
3820,Salvaterra de Magos,Furto de veículo e em veículo motorizado,40,40,39.02520752,-8.79338455
3821,Salvaterra de Magos,Crimes contra a identidade cultural e integridade pessoal,x,0,39.02520752,-8.79338455
3822,Salvaterra de Magos,Crimes contra a vida em sociedade,153,153,39.02520752,-8.79338455
3823,Salvaterra de Magos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",91,91,39.02520752,-8.79338455
3824,Salvaterra de Magos,Crimes contra o Estado,28,28,39.02520752,-8.79338455
3825,Santarém,Crimes previstos em legislação avulsa,120,120,39.23618317,-8.68707466
3826,Santarém,Condução sem habilitação legal,73,73,39.23618317,-8.68707466
3827,Santarém,Crimes contra a integridade física,319,319,39.23618317,-8.68707466
3828,Santarém,Crimes contra as pessoas,488,488,39.23618317,-8.68707466
3829,Santarém,Crimes contra animais de companhia,13,13,39.23618317,-8.68707466
3830,Santarém,Crimes de homicídio voluntário consumado,x,0,39.23618317,-8.68707466
3831,Santarém,Violência doméstica contra cônjuge ou análogos,127,127,39.23618317,-8.68707466
3832,Santarém,Ofensa à integridade física voluntária simples,132,132,39.23618317,-8.68707466
3833,Santarém,Crimes contra o património,983,983,39.23618317,-8.68707466
3834,Santarém,Roubo por esticão e na via pública,22,22,39.23618317,-8.68707466
3835,Santarém,Furto de veículo e em veículo motorizado,148,148,39.23618317,-8.68707466
3836,Santarém,Crimes contra a identidade cultural e integridade pessoal,x,0,39.23618317,-8.68707466
3837,Santarém,Crimes contra a vida em sociedade,212,212,39.23618317,-8.68707466
3838,Santarém,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",77,77,39.23618317,-8.68707466
3839,Santarém,Crimes contra o Estado,28,28,39.23618317,-8.68707466
3840,Alto Alentejo,Crimes previstos em legislação avulsa,284,284,39.29000092,-7.42999983
3841,Alto Alentejo,Condução sem habilitação legal,179,179,39.29000092,-7.42999983
3842,Alto Alentejo,Crimes contra a integridade física,721,721,39.29000092,-7.42999983
3843,Alto Alentejo,Crimes contra as pessoas,1 128,1128,39.29000092,-7.42999983
3844,Alto Alentejo,Crimes contra animais de companhia,40,40,39.29000092,-7.42999983
3845,Alto Alentejo,Crimes de homicídio voluntário consumado,x,0,39.29000092,-7.42999983
3846,Alto Alentejo,Violência doméstica contra cônjuge ou análogos,369,369,39.29000092,-7.42999983
3847,Alto Alentejo,Ofensa à integridade física voluntária simples,285,285,39.29000092,-7.42999983
3848,Alto Alentejo,Crimes contra o património,1 714,1714,39.29000092,-7.42999983
3849,Alto Alentejo,Roubo por esticão e na via pública,20,20,39.29000092,-7.42999983
3850,Alto Alentejo,Furto de veículo e em veículo motorizado,121,121,39.29000092,-7.42999983
3851,Alto Alentejo,Crimes contra a identidade cultural e integridade pessoal,x,0,39.29000092,-7.42999983
3852,Alto Alentejo,Crimes contra a vida em sociedade,623,623,39.29000092,-7.42999983
3853,Alto Alentejo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",396,396,39.29000092,-7.42999983
3854,Alto Alentejo,Crimes contra o Estado,98,98,39.29000092,-7.42999983
3855,Alter do Chão,Crimes previstos em legislação avulsa,8,8,39.20027542,-7.65912724
3856,Alter do Chão,Condução sem habilitação legal,6,6,39.20027542,-7.65912724
3857,Alter do Chão,Crimes contra a integridade física,17,17,39.20027542,-7.65912724
3858,Alter do Chão,Crimes contra as pessoas,34,34,39.20027542,-7.65912724
3859,Alter do Chão,Crimes contra animais de companhia,…,0,39.20027542,-7.65912724
3860,Alter do Chão,Crimes de homicídio voluntário consumado,x,0,39.20027542,-7.65912724
3861,Alter do Chão,Violência doméstica contra cônjuge ou análogos,7,7,39.20027542,-7.65912724
3862,Alter do Chão,Ofensa à integridade física voluntária simples,6,6,39.20027542,-7.65912724
3863,Alter do Chão,Crimes contra o património,62,62,39.20027542,-7.65912724
3864,Alter do Chão,Roubo por esticão e na via pública,…,0,39.20027542,-7.65912724
3865,Alter do Chão,Furto de veículo e em veículo motorizado,…,0,39.20027542,-7.65912724
3866,Alter do Chão,Crimes contra a identidade cultural e integridade pessoal,x,0,39.20027542,-7.65912724
3867,Alter do Chão,Crimes contra a vida em sociedade,23,23,39.20027542,-7.65912724
3868,Alter do Chão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",11,11,39.20027542,-7.65912724
3869,Alter do Chão,Crimes contra o Estado,…,0,39.20027542,-7.65912724
3870,Arronches,Crimes previstos em legislação avulsa,…,0,39.12411118,-7.28239155
3871,Arronches,Condução sem habilitação legal,0,0,39.12411118,-7.28239155
3872,Arronches,Crimes contra a integridade física,18,18,39.12411118,-7.28239155
3873,Arronches,Crimes contra as pessoas,27,27,39.12411118,-7.28239155
3874,Arronches,Crimes contra animais de companhia,…,0,39.12411118,-7.28239155
3875,Arronches,Crimes de homicídio voluntário consumado,x,0,39.12411118,-7.28239155
3876,Arronches,Violência doméstica contra cônjuge ou análogos,9,9,39.12411118,-7.28239155
3877,Arronches,Ofensa à integridade física voluntária simples,7,7,39.12411118,-7.28239155
3878,Arronches,Crimes contra o património,30,30,39.12411118,-7.28239155
3879,Arronches,Roubo por esticão e na via pública,0,0,39.12411118,-7.28239155
3880,Arronches,Furto de veículo e em veículo motorizado,0,0,39.12411118,-7.28239155
3881,Arronches,Crimes contra a identidade cultural e integridade pessoal,x,0,39.12411118,-7.28239155
3882,Arronches,Crimes contra a vida em sociedade,11,11,39.12411118,-7.28239155
3883,Arronches,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",6,6,39.12411118,-7.28239155
3884,Arronches,Crimes contra o Estado,0,0,39.12411118,-7.28239155
3885,Alvito,Crimes previstos em legislação avulsa,14,14,38.25619125,-7.99224806
3886,Alvito,Condução sem habilitação legal,13,13,38.25619125,-7.99224806
3887,Alvito,Crimes contra a integridade física,22,22,38.25619125,-7.99224806
3888,Alvito,Crimes contra as pessoas,38,38,38.25619125,-7.99224806
3889,Alvito,Crimes contra animais de companhia,…,0,38.25619125,-7.99224806
3890,Alvito,Crimes de homicídio voluntário consumado,x,0,38.25619125,-7.99224806
3891,Alvito,Violência doméstica contra cônjuge ou análogos,11,11,38.25619125,-7.99224806
3892,Alvito,Ofensa à integridade física voluntária simples,9,9,38.25619125,-7.99224806
3893,Alvito,Crimes contra o património,42,42,38.25619125,-7.99224806
3894,Alvito,Roubo por esticão e na via pública,0,0,38.25619125,-7.99224806
3895,Alvito,Furto de veículo e em veículo motorizado,3,3,38.25619125,-7.99224806
3896,Alvito,Crimes contra a identidade cultural e integridade pessoal,x,0,38.25619125,-7.99224806
3897,Alvito,Crimes contra a vida em sociedade,27,27,38.25619125,-7.99224806
3898,Alvito,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",16,16,38.25619125,-7.99224806
3899,Alvito,Crimes contra o Estado,…,0,38.25619125,-7.99224806
3900,Câmara de Lobos,Crimes previstos em legislação avulsa,77,77,32.64857101,-16.97599411
3901,Câmara de Lobos,Condução sem habilitação legal,45,45,32.64857101,-16.97599411
3902,Câmara de Lobos,Crimes contra a integridade física,139,139,32.64857101,-16.97599411
3903,Câmara de Lobos,Crimes contra as pessoas,232,232,32.64857101,-16.97599411
3904,Câmara de Lobos,Crimes contra animais de companhia,7,7,32.64857101,-16.97599411
3905,Câmara de Lobos,Crimes de homicídio voluntário consumado,x,0,32.64857101,-16.97599411
3906,Câmara de Lobos,Violência doméstica contra cônjuge ou análogos,44,44,32.64857101,-16.97599411
3907,Câmara de Lobos,Ofensa à integridade física voluntária simples,73,73,32.64857101,-16.97599411
3908,Câmara de Lobos,Crimes contra o património,293,293,32.64857101,-16.97599411
3909,Câmara de Lobos,Roubo por esticão e na via pública,22,22,32.64857101,-16.97599411
3910,Câmara de Lobos,Furto de veículo e em veículo motorizado,76,76,32.64857101,-16.97599411
3911,Câmara de Lobos,Crimes contra a identidade cultural e integridade pessoal,x,0,32.64857101,-16.97599411
3912,Câmara de Lobos,Crimes contra a vida em sociedade,247,247,32.64857101,-16.97599411
3913,Câmara de Lobos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",218,218,32.64857101,-16.97599411
3914,Câmara de Lobos,Crimes contra o Estado,41,41,32.64857101,-16.97599411
3915,Funchal,Crimes previstos em legislação avulsa,200,200,32.64753723,-16.90501595
3916,Funchal,Condução sem habilitação legal,122,122,32.64753723,-16.90501595
3917,Funchal,Crimes contra a integridade física,815,815,32.64753723,-16.90501595
3918,Funchal,Crimes contra as pessoas,1 179,1179,32.64753723,-16.90501595
3919,Funchal,Crimes contra animais de companhia,18,18,32.64753723,-16.90501595
3920,Funchal,Crimes de homicídio voluntário consumado,x,0,32.64753723,-16.90501595
3921,Funchal,Violência doméstica contra cônjuge ou análogos,439,439,32.64753723,-16.90501595
3922,Funchal,Ofensa à integridade física voluntária simples,269,269,32.64753723,-16.90501595
3923,Funchal,Crimes contra o património,1 446,1446,32.64753723,-16.90501595
3924,Funchal,Roubo por esticão e na via pública,120,120,32.64753723,-16.90501595
3925,Funchal,Furto de veículo e em veículo motorizado,307,307,32.64753723,-16.90501595
3926,Funchal,Crimes contra a identidade cultural e integridade pessoal,6,6,32.64753723,-16.90501595
3927,Funchal,Crimes contra a vida em sociedade,717,717,32.64753723,-16.90501595
3928,Funchal,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",552,552,32.64753723,-16.90501595
3929,Funchal,Crimes contra o Estado,35,35,32.64753723,-16.90501595
3930,Machico,Crimes previstos em legislação avulsa,24,24,32.71583557,-16.76662827
3931,Machico,Condução sem habilitação legal,11,11,32.71583557,-16.76662827
3932,Machico,Crimes contra a integridade física,123,123,32.71583557,-16.76662827
3933,Machico,Crimes contra as pessoas,198,198,32.71583557,-16.76662827
3934,Machico,Crimes contra animais de companhia,3,3,32.71583557,-16.76662827
3935,Machico,Crimes de homicídio voluntário consumado,x,0,32.71583557,-16.76662827
3936,Machico,Violência doméstica contra cônjuge ou análogos,31,31,32.71583557,-16.76662827
3937,Machico,Ofensa à integridade física voluntária simples,60,60,32.71583557,-16.76662827
3938,Machico,Crimes contra o património,202,202,32.71583557,-16.76662827
3939,Machico,Roubo por esticão e na via pública,4,4,32.71583557,-16.76662827
3940,Machico,Furto de veículo e em veículo motorizado,31,31,32.71583557,-16.76662827
3941,Machico,Crimes contra a identidade cultural e integridade pessoal,x,0,32.71583557,-16.76662827
3942,Machico,Crimes contra a vida em sociedade,49,49,32.71583557,-16.76662827
3943,Machico,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",25,25,32.71583557,-16.76662827
3944,Machico,Crimes contra o Estado,9,9,32.71583557,-16.76662827
3945,Ponta do Sol,Crimes previstos em legislação avulsa,…,0,32.67991638,-17.10394287
3946,Ponta do Sol,Condução sem habilitação legal,0,0,32.67991638,-17.10394287
3947,Ponta do Sol,Crimes contra a integridade física,33,33,32.67991638,-17.10394287
3948,Ponta do Sol,Crimes contra as pessoas,58,58,32.67991638,-17.10394287
3949,Ponta do Sol,Crimes contra animais de companhia,…,0,32.67991638,-17.10394287
3950,Ponta do Sol,Crimes de homicídio voluntário consumado,x,0,32.67991638,-17.10394287
3951,Ponta do Sol,Violência doméstica contra cônjuge ou análogos,8,8,32.67991638,-17.10394287
3952,Ponta do Sol,Ofensa à integridade física voluntária simples,21,21,32.67991638,-17.10394287
3953,Ponta do Sol,Crimes contra o património,47,47,32.67991638,-17.10394287
3954,Ponta do Sol,Roubo por esticão e na via pública,0,0,32.67991638,-17.10394287
3955,Ponta do Sol,Furto de veículo e em veículo motorizado,5,5,32.67991638,-17.10394287
3956,Ponta do Sol,Crimes contra a identidade cultural e integridade pessoal,x,0,32.67991638,-17.10394287
3957,Ponta do Sol,Crimes contra a vida em sociedade,24,24,32.67991638,-17.10394287
3958,Ponta do Sol,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",5,5,32.67991638,-17.10394287
3959,Ponta do Sol,Crimes contra o Estado,0,0,32.67991638,-17.10394287
3960,Porto Moniz,Crimes previstos em legislação avulsa,…,0,32.86751175,-17.16622353
3961,Porto Moniz,Condução sem habilitação legal,…,0,32.86751175,-17.16622353
3962,Porto Moniz,Crimes contra a integridade física,8,8,32.86751175,-17.16622353
3963,Porto Moniz,Crimes contra as pessoas,14,14,32.86751175,-17.16622353
3964,Porto Moniz,Crimes contra animais de companhia,…,0,32.86751175,-17.16622353
3965,Porto Moniz,Crimes de homicídio voluntário consumado,x,0,32.86751175,-17.16622353
3966,Porto Moniz,Violência doméstica contra cônjuge ou análogos,3,3,32.86751175,-17.16622353
3967,Porto Moniz,Ofensa à integridade física voluntária simples,4,4,32.86751175,-17.16622353
3968,Porto Moniz,Crimes contra o património,26,26,32.86751175,-17.16622353
